,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
439,Yulara,-25.24,130.99,73.4,35,13,13.87,AU
440,Qasigiannguit,68.82,-51.19,32,86,81,18.34,GL
441,Russell,32.35,-85.2,71.6,46,1,3.36,US
442,Yuci,37.68,112.73,51.8,21,0,6.71,CN
443,La Peca,-5.61,-78.44,70.39,62,91,4.09,PE
444,Eufaula,31.89,-85.15,73.4,51,1,3.36,US
445,Batticaloa,7.71,81.69,79.63,80,56,4.18,LK
446,Zhanakorgan,43.91,67.25,51.42,50,7,2.08,KZ
447,Todos Santos,23.45,-110.22,84,39,40,13.87,MX
448,Rafsanjān,30.41,55.99,55.42,42,9,1.23,IR
449,Tonota,-21.48,27.48,68,31,1,7.43,BW
450,Outjo,-20.12,16.15,62.6,42,0,3.36,NA
451,Borborema,-21.62,-49.07,66.54,61,8,4.92,BR
452,Tarnogskiy Gorodok,60.5,43.58,32,94,100,9.95,RU
453,Payo,-3.75,103.64,73.6,90,100,2.75,ID
454,Coquimbo,-29.95,-71.34,60.8,82,15,5.82,CL
455,Kormilovka,55,74.1,39.2,69,84,4.47,RU
456,Kankaanpää,61.8,22.42,37.4,64,24,18.34,FI
457,Ulladulla,-35.35,150.47,68,45,44,13.87,AU
458,Shache,38.42,77.24,53.73,45,83,10.69,CN
459,Algiers,36.75,3.04,59,100,40,3.36,DZ
460,El Vigia,8.62,-71.65,81.54,62,17,3.62,VE
461,Petropavlovsk-Kamchatskiy,53.05,158.65,39.2,69,75,2.24,RU
462,Hede,33.77,120.25,60.8,70,57,3.22,CN
463,Ürümqi,43.8,87.6,51.8,81,75,2.24,CN
464,Port Hardy,50.7,-127.42,59,67,40,11.41,CA
465,Batagay-Alyta,67.8,130.41,-2.09,81,100,16.08,RU
466,Maamba,-17.37,27.15,72.93,48,16,1.68,ZM
467,Aksu,41.12,80.26,54.9,43,100,10.45,CN
468,Rio Grande,-32.03,-52.1,63,87,7,12.71,BR
469,Tevaitoa,-16.78,-151.5,84.06,68,24,8.52,PF
470,Changji,44.02,87.32,51.8,81,75,2.24,CN
471,Orissaare,58.56,23.08,41,65,8,9.17,EE
472,Nioki,-2.72,17.68,75.72,83,100,3.47,CD
473,Oddur,4.12,43.89,76.41,71,99,13.13,SO
474,Octeville,49.63,-1.64,57.2,87,35,6.93,FR
475,Agirish,61.92,63.02,41.45,88,100,10.4,RU
476,Khabarovsk,48.48,135.09,53.6,27,3,11.18,RU
477,Abu Dhabi,24.47,54.37,75.99,83,40,3.36,AE
478,São Filipe,14.9,-24.5,72.16,74,74,14.07,CV
479,Tilichiki,60.47,166.1,17.64,93,2,9.15,RU
480,Lubango,-14.92,13.49,61.21,46,8,0.34,AO
481,Port-Gentil,-0.72,8.78,80.6,100,40,2.24,GA
482,Ténenkou,14.46,-4.92,88.39,27,5,12.1,ML
483,Ihosy,-22.4,46.12,63.59,72,58,8.37,MG
484,Trincomalee,8.57,81.23,79.77,82,39,6.02,LK
485,Vostok,46.49,135.88,48.83,35,0,1.54,RU
486,San Patricio,19.22,-104.7,77,73,5,11.41,MX
487,Kamaishi,39.27,141.88,41,54,40,2.24,JP
488,Pangkalanbuun,-2.68,111.62,79.61,83,90,2.55,ID
489,Mīzan Teferī,6.98,35.58,64.45,63,97,4.43,ET
490,Walvis Bay,-22.96,14.51,55.99,87,23,5.82,NA
491,Barão de Melgaço,-16.19,-55.97,78.8,69,20,6.93,BR
492,San Angelo,31.46,-100.44,77,44,1,17.22,US
493,Gao,16.64,1.64,86.45,11,10,9.42,ML
494,Sechura,-5.56,-80.82,75.79,68,66,17.11,PE
495,Antofagasta,-23.65,-70.4,64.4,82,25,8.05,CL
496,Rawson,-43.3,-65.1,74.89,38,84,11.36,AR
497,Celestún,20.87,-90.4,81.39,76,77,18.7,MX
498,Sakakah,29.97,40.21,68,20,38,12.75,SA
499,Calama,-22.47,-68.93,62.6,20,13,12.75,CL
500,Quatre Cocos,-20.21,57.76,77,73,40,11.41,MU
501,Alekseyevka,50.63,38.69,41.34,78,44,15.75,RU
502,Buchanan,5.88,-10.05,81.54,86,78,6.17,LR
503,Mandalgovi,45.76,106.27,42.89,31,10,2.42,MN
504,Sola,-13.88,167.55,82.63,77,96,15.9,VU
505,Avera,33.19,-82.53,71.6,32,1,3.36,US
506,Luleå,65.58,22.15,32,92,0,16.11,SE
507,Saint-Joseph,-21.37,55.62,75.2,69,19,13.87,RE
508,Asău,46.43,26.4,48.2,57,28,4.7,RO
509,Matara,5.95,80.54,77.67,85,37,2.51,LK
510,Castlemaine,-37.07,144.22,55.99,75,12,12.01,AU
511,São João da Barra,-21.64,-41.05,74.48,91,59,9.42,BR
512,Tabas,33.6,56.92,64.4,55,5,4.7,IR
513,Cayenne,4.93,-52.33,75.2,100,90,3.36,GF
514,Lagoa,39.05,-27.98,59.43,81,7,13.82,PT
515,Kanye,-24.97,25.33,53.94,23,0,6.04,BW
516,Santa Barbara,34.42,-119.7,70,72,20,8.05,US
517,Seymchan,62.88,152.43,7.81,89,100,13.67,RU
518,Rognan,67.1,15.39,37.4,74,75,17.22,NO
519,Harindānga,22.04,88.32,78.8,78,40,10.29,IN
520,Perth,-31.93,115.83,63,48,100,9.17,AU
521,Arrondissement de Fontenay-le-Comte,46.58,-1,61,87,95,5.82,FR
522,Coyhaique,-45.58,-72.07,59,93,90,5.82,CL
523,Pinehurst,35.2,-79.47,66.2,22,1,3.36,US
524,Aktash,50.3,87.73,19.72,54,9,0.65,RU
525,Grand Gaube,-20.01,57.66,77,73,40,11.41,MU
526,Luanda,-8.84,13.23,82.4,83,40,12.75,AO
527,Angoram,-4.06,144.07,85.26,74,99,1.12,PG
528,Marzuq,14.4,46.47,73.42,51,81,4.18,YE
529,Khovd,48.01,91.64,40.19,48,100,3.36,MN
530,Ossora,59.24,163.07,28.22,94,16,3.87,RU
531,Qandala,11.47,49.87,84.04,68,11,9.6,SO
532,Pacific Grove,36.62,-121.92,64.99,76,90,12.75,US
533,Lázaro Cárdenas,17.96,-102.2,82.74,47,0,5.39,MX
534,Cruzeiro do Sul,-29.51,-51.99,58.37,66,5,3.47,BR
535,Laas,46.62,10.7,45,39,5,2.24,IT
536,Udachny,66.42,112.4,1.4,77,64,6.71,RU
537,Yermekeyevo,54.08,53.67,35.49,80,28,12.39,RU
538,Bathsheba,13.22,-59.52,78.8,69,40,14.99,BB
539,Kirensk,57.79,108.11,34.77,79,87,6.98,RU
540,Corowa,-36.03,146.38,57.2,62,0,11.41,AU
541,Tiznit Province,29.58,-9.5,58.06,58,19,2.82,MA
542,Cairns,-16.92,145.77,84,74,75,11.41,AU
543,Valdemārpils,57.37,22.59,39.2,80,51,5.82,LV
544,Salym,60.06,71.48,41.04,89,100,8.05,RU
545,Puerto Escondido,15.85,-97.07,85.19,58,25,5.19,MX
546,Arlit,18.74,7.39,82.54,13,33,3.51,NE
547,Ambilobe,-13.2,49.05,73.45,77,12,7,MG
548,Hofn,64.25,-15.21,40.71,69,39,12.82,IS
549,Siátista,40.26,21.54,48.99,75,0,2.24,GR
550,Elko,41,-115.5,53.6,20,75,6.08,US
551,Palu,-0.89,119.87,82.74,69,29,2.84,ID
552,Sompeta,18.93,84.6,79.47,83,21,12.06,IN
553,Vágur,61.47,-6.81,44.06,78,29,8.52,FO
554,Khyriv,49.53,22.85,39.99,96,42,5.86,UA
555,Hūn,29.13,15.95,69.22,41,25,10.67,LY
556,Paamiut,61.99,-49.67,27.43,92,93,11.32,GL
